country,zone,date_MMYY,households,tests_chlorine,tests_ecoli,tests_conducted_chlorine,test_conducted_ecoli,test_passed_chlorine,tests_passed_ecoli,w_supplied,total_consumption,metered,ww_capacity
lesotho,Maseru Rural Council,Jun/22,13871,150,200,117,154,95,125,124512.00,253239.00,13525.00,21284.00
lesotho,Maseru Rural Council,Jul/22,13871,150,200,117,169,98,168,444114.00,906445.00,13174.00,92492.00
lesotho,Maseru Rural Council,Aug/22,13871,100,200,82,173,82,140,136210.00,327651.00,15211.00,20509.00
lesotho,Maseru Rural Council,Sep/22,13871,150,200,109,175,98,150,389799.00,883464.00,15763.00,51696.00
lesotho,Maseru Rural Council,Oct/22,13871,200,200,185,180,176,153,497697.00,1042623.00,18094.00,32538.00
lesotho,Maseru Rural Council,Nov/22,13871,200,100,177,81,177,79,200331.00,440602.00,12421.00,69396.00
lesotho,Maseru Rural Council,Dec/22,13871,200,200,156,140,144,139,177030.00,432226.00,16454.00,10716.00
lesotho,Rural Hinterland,Jan/22,21030,100,200,87,163,75,162,404771.00,868091.00,24293.00,41539.00
lesotho,Rural Hinterland,Feb/22,21030,200,150,151,111,146,101,210534.00,498329.00,27441.00,70311.00
lesotho,Rural Hinterland,Mar/22,21030,150,200,136,141,114,132,457876.00,1047496.00,21752.00,21613.00
lesotho,Rural Hinterland,Apr/22,21030,200,150,177,144,166,133,259781.00,567375.00,22472.00,32391.00
lesotho,Rural Hinterland,May/22,21030,150,100,128,70,119,57,274633.00,600748.00,29877.00,77967.00
lesotho,Rural Hinterland,Jun/22,21030,150,200,112,187,108,162,147644.00,337287.00,26275.00,20933.00
lesotho,Rural Hinterland,Jul/22,21030,100,200,77,160,69,129,352120.00,740352.00,28319.00,33096.00
lesotho,Rural Hinterland,Aug/22,21030,200,150,164,124,153,102,329791.00,720120.00,23716.00,21485.00
lesotho,Rural Hinterland,Sep/22,21030,150,100,148,72,130,62,285320.00,671730.00,21316.00,24013.00
lesotho,Rural Hinterland,Oct/22,21030,200,200,191,165,171,151,123224.00,299053.00,21267.00,50199.00
lesotho,Rural Hinterland,Nov/22,21030,150,200,146,156,126,137,270442.00,675223.00,26880.00,29722.00
lesotho,Rural Hinterland,Dec/22,21030,200,100,172,98,164,85,303031.00,676566.00,28937.00,64288.00
lesotho,Maseru Urban Council,Jan/23,50876,100,100,73,78,68,62,170569.00,389502.00,74391.00,58802.00
lesotho,Maseru Urban Council,Feb/23,50876,200,200,161,194,136,168,293678.00,718206.00,71058.00,37519.00
lesotho,Maseru Urban Council,Mar/23,50876,200,150,155,107,136,90,237620.00,536948.00,59913.00,63193.00
lesotho,Maseru Urban Council,Apr/23,50876,150,150,137,121,113,109,411182.00,889268.00,78178.00,10663.00
lesotho,Maseru Urban Council,May/23,50876,200,150,189,130,170,123,473986.00,1169888.00,73948.00,22892.00
lesotho,Maseru Urban Council,Jun/23,50876,150,100,119,74,117,66,100385.00,225284.00,59942.00,85224.00
lesotho,Maseru Urban Council,Jul/23,50876,200,150,169,139,153,113,462424.00,1075084.00,75103.00,61070.00
lesotho,Maseru Urban Council,Aug/23,50876,200,100,176,81,160,70,431580.00,991546.00,76467.00,37997.00
lesotho,Maseru Urban Council,Sep/23,50876,150,150,139,140,117,134,472016.00,1119973.00,74510.00,49069.00
lesotho,Maseru Urban Council,Oct/23,50876,200,200,150,146,138,117,130627.00,321594.00,70451.00,47690.00
lesotho,Maseru Urban Council,Nov/23,50876,150,150,147,106,128,85,285328.00,606461.00,52965.00,48192.00
lesotho,Maseru Urban Council,Dec/23,50876,100,200,88,162,73,140,442011.00,1050016.00,77935.00,57095.00
lesotho,Maseru Rural Council,Jan/23,14807,100,200,79,195,63,158,174320.00,422155.00,16596.00,30760.00
lesotho,Maseru Rural Council,Feb/23,14807,100,100,97,88,96,82,217546.00,480469.00,16216.00,17390.00
lesotho,Maseru Rural Council,Mar/23,14807,200,100,146,85,137,74,160073.00,378049.00,12809.00,44674.00
lesotho,Maseru Rural Council,Apr/23,14807,100,100,92,89,91,79,271077.00,613560.00,12784.00,64957.00
lesotho,Maseru Rural Council,May/23,14807,200,150,143,145,116,142,290858.00,691449.00,15453.00,15014.00
lesotho,Maseru Rural Council,Jun/23,14807,150,100,125,73,103,60,452808.00,1097809.00,11667.00,56397.00
lesotho,Maseru Rural Council,Jul/23,14807,200,200,144,191,137,158,253708.00,603831.00,17203.00,64786.00
lesotho,Maseru Rural Council,Aug/23,14807,200,200,196,155,179,148,356422.00,736393.00,15261.00,7121.00
lesotho,Maseru Rural Council,Sep/23,14807,100,150,77,139,72,125,254652.00,583122.00,16074.00,27261.00
lesotho,Maseru Rural Council,Oct/23,14807,200,150,176,132,150,129,407124.00,918919.00,16332.00,80746.00
lesotho,Maseru Rural Council,Nov/23,14807,150,100,144,88,122,74,288538.00,599769.00,12847.00,71161.00
lesotho,Maseru Rural Council,Dec/23,14807,200,100,194,79,158,77,123539.00,250028.00,17151.00,10786.00
lesotho,Rural Hinterland,Jan/23,22144,200,100,169,89,164,84,324590.00,794910.00,28510.00,56626.00
lesotho,Rural Hinterland,Feb/23,22144,100,200,88,191,81,173,260799.00,570377.00,22266.00,18235.00
lesotho,Rural Hinterland,Mar/23,22144,150,100,143,70,137,68,134497.00,291361.00,22280.00,62481.00
lesotho,Rural Hinterland,Apr/23,22144,100,100,98,88,94,84,166379.00,336930.00,23208.00,21145.00
lesotho,Rural Hinterland,May/23,22144,200,200,148,168,127,147,497433.00,1148344.00,24987.00,52727.00
lesotho,Rural Hinterland,Jun/23,22144,200,150,171,119,157,109,145704.00,310146.00,26048.00,40118.00
lesotho,Rural Hinterland,Jul/23,22144,200,200,176,177,174,151,278330.00,655789.00,30011.00,25468.00
lesotho,Rural Hinterland,Aug/23,22144,200,200,172,175,169,157,285395.00,653635.00,23501.00,56977.00
lesotho,Rural Hinterland,Sep/23,22144,150,200,117,166,103,159,477500.00,1090849.00,27528.00,46442.00
lesotho,Rural Hinterland,Oct/23,22144,100,150,74,148,63,121,103882.00,230203.00,24392.00,36752.00
lesotho,Rural Hinterland,Nov/23,22144,150,100,141,78,131,76,336516.00,680285.00,22074.00,4119.00
lesotho,Rural Hinterland,Dec/23,22144,200,150,170,120,170,104,352652.00,849703.00,20684.00,54324.00
lesotho,Maseru Urban Council,Jan/24,52570,200,100,159,97,154,92,331879.00,784527.00,84488.00,25742.00
lesotho,Maseru Urban Council,Feb/24,52570,100,200,74,142,70,136,198300.00,414671.00,60184.00,32414.00
lesotho,Maseru Urban Council,Mar/24,52570,150,100,150,88,149,78,188288.00,417570.00,80245.00,46470.00
lesotho,Maseru Urban Council,Apr/24,52570,200,100,175,81,161,65,272423.00,647096.00,63559.00,81608.00
lesotho,Maseru Urban Council,May/24,52570,150,150,146,134,138,132,479600.00,1033682.00,84206.00,51181.00
lesotho,Maseru Urban Council,Jun/24,52570,100,200,86,145,69,135,277552.00,670381.00,74963.00,60825.00
lesotho,Maseru Urban Council,Jul/24,52570,150,150,119,134,117,112,220634.00,544263.00,84117.00,27693.00
lesotho,Maseru Urban Council,Aug/24,52570,150,200,130,142,128,129,116984.00,265010.00,67478.00,30332.00
lesotho,Maseru Urban Council,Sep/24,52570,150,200,134,192,109,185,478132.00,982487.00,59242.00,18600.00
lesotho,Maseru Urban Council,Oct/24,52570,100,100,82,79,72,73,380423.00,829041.00,86583.00,63234.00
lesotho,Maseru Urban Council,Nov/24,52570,200,150,168,109,168,108,371348.00,745826.00,59480.00,5785.00
lesotho,Maseru Urban Council,Dec/24,52570,100,100,84,75,74,67,127506.00,315423.00,58468.00,25242.00
lesotho,Maseru Rural Council,Jan/24,14836,100,150,73,129,69,119,351535.00,720337.00,13130.00,63666.00
lesotho,Maseru Rural Council,Feb/24,14836,150,100,125,100,100,98,452085.00,1043663.00,14393.00,8833.00
lesotho,Maseru Rural Council,Mar/24,14836,150,150,133,146,133,117,412451.00,862422.00,16563.00,6492.00
lesotho,Maseru Rural Council,Apr/24,14836,100,100,90,99,87,89,339048.00,734780.00,18876.00,12213.00
lesotho,Maseru Rural Council,May/24,14836,150,200,118,189,112,177,208867.00,475876.00,14914.00,12747.00
lesotho,Maseru Rural Council,Jun/24,14836,150,200,142,163,128,159,379606.00,900047.00,15664.00,75253.00
lesotho,Maseru Rural Council,Jul/24,14836,100,150,97,139,91,124,350571.00,818682.00,15449.00,20564.00
lesotho,Maseru Rural Council,Aug/24,14836,200,100,154,81,135,68,365186.00,832375.00,16786.00,35415.00
lesotho,Maseru Rural Council,Sep/24,14836,150,100,114,80,106,66,326278.00,734199.00,13576.00,72014.00
lesotho,Maseru Rural Council,Oct/24,14836,150,200,129,165,113,151,255443.00,519081.00,13001.00,24985.00
lesotho,Maseru Rural Council,Nov/24,14836,100,100,70,98,69,86,424167.00,938120.00,16347.00,78623.00
lesotho,Maseru Rural Council,Dec/24,14836,100,150,88,132,77,121,303488.00,757979.00,16328.00,53521.00
lesotho,Rural Hinterland,Jan/24,22831,150,150,147,119,121,97,127583.00,306476.00,23892.00,17044.00
lesotho,Rural Hinterland,Feb/24,22831,150,150,120,109,106,100,157324.00,373013.00,26508.00,44499.00
lesotho,Rural Hinterland,Mar/24,22831,100,100,76,86,75,78,333999.00,738686.00,23265.00,60891.00
lesotho,Rural Hinterland,Apr/24,22831,200,100,160,82,152,68,251559.00,574584.00,30132.00,66770.00
lesotho,Rural Hinterland,May/24,22831,100,150,98,112,97,104,397647.00,929356.00,24935.00,55234.00
lesotho,Rural Hinterland,Jun/24,22831,150,100,108,76,95,62,268776.00,605643.00,28055.00,6623.00
lesotho,Rural Hinterland,Jul/24,22831,100,150,97,130,87,107,452082.00,973540.00,25968.00,21769.00
lesotho,Rural Hinterland,Aug/24,22831,100,150,72,110,65,98,326713.00,710864.00,30641.00,68085.00
lesotho,Rural Hinterland,Sep/24,22831,100,200,76,165,74,145,120132.00,283500.00,24739.00,14292.00
lesotho,Rural Hinterland,Oct/24,22831,200,200,152,194,131,171,257719.00,581187.00,28612.00,24857.00
lesotho,Rural Hinterland,Nov/24,22831,100,100,93,89,79,81,223794.00,520339.00,25901.00,57258.00
lesotho,Rural Hinterland,Dec/24,22831,100,200,84,165,81,133,337805.00,692945.00,31947.00,35191.00
malawi,Old Town,Jan/20,147839,100,150,71,106,66,91,296586.00,670901.00,46650.00,36487.00
malawi,Old Town,Feb/20,147839,100,150,78,130,66,108,481731.00,1202068.00,51540.00,16384.00
malawi,Old Town,Mar/20,147839,200,100,168,90,155,80,291477.00,712264.00,52388.00,59018.00
malawi,Old Town,Apr/20,147839,200,150,191,119,160,115,174367.00,361284.00,42670.00,21964.00
malawi,Old Town,May/20,147839,200,150,200,128,163,105,242969.00,519120.00,61199.00,44732.00
malawi,Old Town,Jun/20,147839,150,100,143,89,117,73,284864.00,688581.00,61344.00,18519.00
malawi,Old Town,Jul/20,147839,150,150,129,115,113,112,370457.00,801956.00,50798.00,31038.00
malawi,Old Town,Aug/20,147839,100,100,79,86,65,73,175494.00,438424.00,45954.00,30927.00
malawi,Old Town,Sep/20,147839,150,100,117,82,115,81,311211.00,651335.00,42518.00,69860.00
malawi,Old Town,Oct/20,147839,200,100,171,75,165,66,101081.00,239346.00,62676.00,64246.00
malawi,Old Town,Nov/20,147839,100,150,93,131,87,130,476806.00,1085820.00,61588.00,7645.00
malawi,Old Town,Dec/20,147839,150,150,113,127,107,122,205164.00,506879.00,59747.00,53471.00
malawi,Capital Hill,Jan/20,103168,150,100,140,88,126,80,466397.00,1011107.00,29931.00,70608.00
malawi,Capital Hill,Feb/20,103168,100,150,92,133,76,128,367683.00,742706.00,24524.00,10358.00
malawi,Capital Hill,Mar/20,103168,200,200,185,163,183,135,323820.00,714675.00,26380.00,63715.00
malawi,Capital Hill,Apr/20,103168,200,200,141,169,128,150,258841.00,610857.00,23070.00,34924.00
malawi,Capital Hill,May/20,103168,100,200,78,160,69,152,486099.00,1105186.00,30400.00,67492.00
malawi,Capital Hill,Jun/20,103168,150,150,135,150,134,149,440759.00,973046.00,24566.00,34356.00
malawi,Capital Hill,Jul/20,103168,100,100,98,89,94,73,421817.00,964528.00,32379.00,65188.00
malawi,Capital Hill,Aug/20,103168,100,100,88,70,74,58,131752.00,299850.00,31924.00,46727.00
malawi,Capital Hill,Sep/20,103168,200,150,193,124,185,104,198848.00,451359.00,28092.00,34921.00
malawi,Capital Hill,Oct/20,103168,150,100,113,87,107,85,130752.00,271612.00,27831.00,66417.00
malawi,Capital Hill,Nov/20,103168,200,150,154,142,134,135,122897.00,272402.00,26527.00,11287.00
malawi,Capital Hill,Dec/20,103168,150,100,129,77,105,70,175311.00,431638.00,30371.00,70243.00
malawi,Kanengo,Jan/20,8795,150,100,123,95,110,79,258259.00,564993.00,3014.00,21021.00
malawi,Kanengo,Feb/20,8795,200,150,185,125,157,116,226970.00,539825.00,2288.00,22927.00
malawi,Kanengo,Mar/20,8795,100,200,80,194,69,174,125648.00,264554.00,2405.00,35919.00
malawi,Kanengo,Apr/20,8795,100,150,73,144,68,142,194553.00,431718.00,3052.00,66386.00
malawi,Kanengo,May/20,8795,150,100,118,94,104,84,365448.00,762713.00,2438.00,64069.00
malawi,Kanengo,Jun/20,8795,150,100,112,79,90,65,117684.00,247102.00,2725.00,76509.00
malawi,Kanengo,Jul/20,8795,100,100,85,84,73,71,373690.00,920686.00,2424.00,25695.00
malawi,Kanengo,Aug/20,8795,150,100,148,86,137,73,208272.00,423950.00,2193.00,15054.00
malawi,Kanengo,Sep/20,8795,100,150,93,119,91,111,466348.00,1045338.00,2519.00,51972.00
malawi,Kanengo,Oct/20,8795,150,200,120,170,98,157,452837.00,1097254.00,2908.00,31428.00
malawi,Kanengo,Nov/20,8795,200,150,166,144,150,138,475097.00,1177798.00,2680.00,21978.00
malawi,Kanengo,Dec/20,8795,100,100,97,78,95,73,387777.00,882024.00,3022.00,42836.00
malawi,Lumbadzi,Jan/20,3474,150,100,109,91,106,85,162038.00,354812.00,853.00,69982.00
malawi,Lumbadzi,Feb/20,3474,100,150,99,142,93,134,245285.00,520954.00,808.00,64416.00
malawi,Lumbadzi,Mar/20,3474,150,100,106,72,105,70,202543.00,493179.00,823.00,37520.00
malawi,Lumbadzi,Apr/20,3474,100,100,71,80,57,79,479672.00,1012800.00,884.00,34376.00
malawi,Lumbadzi,May/20,3474,200,150,163,149,151,121,464306.00,1101576.00,721.00,70542.00
malawi,Lumbadzi,Jun/20,3474,150,150,128,140,113,123,327984.00,719396.00,753.00,92822.00
malawi,Lumbadzi,Jul/20,3474,200,150,141,150,139,144,307344.00,676882.00,1002.00,40233.00
malawi,Lumbadzi,Aug/20,3474,200,200,144,179,122,156,237944.00,594478.00,982.00,25338.00
malawi,Lumbadzi,Sep/20,3474,200,100,149,74,127,60,413921.00,830204.00,922.00,18773.00
malawi,Lumbadzi,Oct/20,3474,200,150,145,144,116,132,235322.00,506892.00,913.00,76249.00
malawi,Lumbadzi,Nov/20,3474,200,150,167,147,144,132,192641.00,401774.00,850.00,7687.00
malawi,Lumbadzi,Dec/20,3474,100,100,95,72,89,69,255775.00,518849.00,949.00,14611.00
malawi,Old Town,Jan/21,149260,200,150,171,142,164,133,351749.00,726550.00,58342.00,7500.00
malawi,Old Town,Feb/21,149260,150,150,122,129,102,112,494150.00,1004041.00,56067.00,36181.00
malawi,Old Town,Mar/21,149260,150,150,109,128,91,119,287791.00,657479.00,52161.00,68137.00
malawi,Old Town,Apr/21,149260,100,100,83,82,78,75,484062.00,1171831.00,56536.00,48912.00
malawi,Old Town,May/21,149260,100,200,84,164,80,153,181090.00,390569.00,55593.00,65431.00
malawi,Old Town,Jun/21,149260,200,150,148,138,129,113,397448.00,841371.00,48241.00,59480.00
malawi,Old Town,Jul/21,149260,100,100,91,77,89,68,101327.00,239679.00,53296.00,45996.00
malawi,Old Town,Aug/21,149260,150,100,112,74,107,63,470446.00,1100567.00,51352.00,67494.00
malawi,Old Town,Sep/21,149260,150,200,149,147,142,118,188947.00,429737.00,45234.00,58596.00
malawi,Old Town,Oct/21,149260,150,150,136,120,123,111,396862.00,877284.00,55546.00,68435.00
malawi,Old Town,Nov/21,149260,100,150,87,144,79,132,223571.00,544768.00,55525.00,75352.00
malawi,Old Town,Dec/21,149260,100,150,90,148,81,125,370172.00,763744.00,62668.00,82561.00
malawi,Capital Hill,Jan/21,107366,200,150,181,148,167,129,422544.00,1040718.00,36313.00,26565.00
malawi,Capital Hill,Feb/21,107366,100,100,100,73,84,65,204265.00,458259.00,46345.00,45840.00
malawi,Capital Hill,Mar/21,107366,150,150,139,140,124,132,434727.00,990330.00,34695.00,30360.00
malawi,Capital Hill,Apr/21,107366,200,150,157,113,134,111,410022.00,858812.00,34057.00,12582.00
malawi,Capital Hill,May/21,107366,150,100,150,97,123,96,130610.00,270990.00,37590.00,17132.00
malawi,Capital Hill,Jun/21,107366,150,200,132,188,110,156,388067.00,900614.00,43198.00,28347.00
malawi,Capital Hill,Jul/21,107366,200,150,190,107,184,88,342094.00,801042.00,40890.00,32571.00
malawi,Capital Hill,Aug/21,107366,200,100,165,88,161,73,394861.00,941238.00,33111.00,35735.00
malawi,Capital Hill,Sep/21,107366,150,150,140,145,133,131,116375.00,236900.00,37071.00,21784.00
malawi,Capital Hill,Oct/21,107366,100,200,82,145,74,124,239187.00,546544.00,47457.00,65008.00
malawi,Capital Hill,Nov/21,107366,150,100,127,80,115,80,263724.00,564845.00,38239.00,15464.00
malawi,Capital Hill,Dec/21,107366,200,100,177,74,149,72,449893.00,1112543.00,44824.00,67284.00
malawi,Kanengo,Jan/21,9270,200,150,159,121,131,114,157745.00,339712.00,2638.00,67097.00
malawi,Kanengo,Feb/21,9270,100,100,77,85,69,74,351843.00,872373.00,2612.00,43791.00
malawi,Kanengo,Mar/21,9270,100,100,95,90,95,74,165415.00,354476.00,2410.00,66383.00
malawi,Kanengo,Apr/21,9270,100,100,74,92,66,91,297782.00,627638.00,3296.00,30315.00
malawi,Kanengo,May/21,9270,200,150,144,129,131,109,344194.00,725880.00,3308.00,28164.00
malawi,Kanengo,Jun/21,9270,100,150,100,106,92,94,112849.00,246205.00,2443.00,13094.00
malawi,Kanengo,Jul/21,9270,150,200,136,179,130,167,338130.00,825780.00,2641.00,55593.00
malawi,Kanengo,Aug/21,9270,150,150,110,135,98,117,435830.00,1053899.00,3504.00,39191.00
malawi,Kanengo,Sep/21,9270,100,150,85,140,73,121,210777.00,518616.00,2960.00,68530.00
malawi,Kanengo,Oct/21,9270,150,100,147,85,127,73,284612.00,667387.00,3123.00,75249.00
malawi,Kanengo,Nov/21,9270,100,150,75,117,73,107,265893.00,654892.00,3287.00,36893.00
malawi,Kanengo,Dec/21,9270,100,150,98,116,84,109,294519.00,704088.00,2851.00,58547.00
malawi,Lumbadzi,Jan/21,3679,200,100,150,77,133,65,232005.00,562042.00,1173.00,43577.00
malawi,Lumbadzi,Feb/21,3679,200,200,150,189,139,156,194126.00,398439.00,1092.00,36114.00
malawi,Lumbadzi,Mar/21,3679,150,200,132,168,125,151,386251.00,937331.00,1037.00,36376.00
malawi,Lumbadzi,Apr/21,3679,200,100,149,90,148,79,375925.00,807045.00,1068.00,26009.00
malawi,Lumbadzi,May/21,3679,100,200,78,185,70,158,277073.00,618181.00,864.00,36327.00
malawi,Lumbadzi,Jun/21,3679,100,100,71,86,58,73,353912.00,817505.00,1159.00,11217.00
malawi,Lumbadzi,Jul/21,3679,150,100,136,74,134,60,199513.00,472069.00,1100.00,31491.00
malawi,Lumbadzi,Aug/21,3679,150,200,106,159,99,148,151717.00,342371.00,869.00,16635.00
malawi,Lumbadzi,Sep/21,3679,150,200,146,168,142,141,160273.00,341022.00,880.00,56793.00
malawi,Lumbadzi,Oct/21,3679,200,150,171,110,139,98,183846.00,436358.00,1153.00,61489.00
malawi,Lumbadzi,Nov/21,3679,100,150,84,121,71,97,438360.00,1019718.00,1069.00,34841.00
malawi,Lumbadzi,Dec/21,3679,200,100,151,76,139,66,479952.00,1141269.00,1140.00,40889.00
malawi,Old Town,Jan/22,158220,100,100,99,86,81,81,202467.00,448877.00,47580.00,56563.00
malawi,Old Town,Feb/22,158220,150,200,110,186,90,177,400744.00,859983.00,45297.00,10127.00
malawi,Old Town,Mar/22,158220,200,100,156,86,150,76,322219.00,704394.00,55951.00,26231.00
malawi,Old Town,Apr/22,158220,200,100,174,90,155,80,325875.00,749892.00,52919.00,74724.00
malawi,Old Town,May/22,158220,100,150,97,109,80,104,493224.00,1188750.00,54862.00,12590.00
malawi,Old Town,Jun/22,158220,200,150,144,142,139,123,414606.00,931787.00,52367.00,52207.00
malawi,Old Town,Jul/22,158220,150,200,119,161,102,161,145904.00,306321.00,43690.00,55167.00
malawi,Old Town,Aug/22,158220,200,150,147,133,123,131,315886.00,745228.00,60760.00,64781.00
malawi,Old Town,Sep/22,158220,200,150,162,144,137,134,408538.00,947037.00,55618.00,16474.00
malawi,Old Town,Oct/22,158220,100,150,73,123,69,113,177842.00,372976.00,58597.00,34957.00
malawi,Old Town,Nov/22,158220,150,100,106,89,96,83,371245.00,770081.00,52524.00,33029.00
malawi,Old Town,Dec/22,158220,200,200,144,178,123,169,125949.00,272625.00,45219.00,30598.00
malawi,Capital Hill,Jan/22,113513,200,150,166,105,140,88,203183.00,479288.00,32299.00,50514.00
malawi,Capital Hill,Feb/22,113513,200,100,188,74,156,69,368472.00,752217.00,37477.00,58935.00
malawi,Capital Hill,Mar/22,113513,150,200,137,186,127,176,417976.00,1027678.00,36582.00,30646.00
malawi,Capital Hill,Apr/22,113513,200,150,170,131,143,105,280093.00,693813.00,29166.00,40213.00
malawi,Capital Hill,May/22,113513,100,100,94,99,89,84,327307.00,712895.00,34095.00,9065.00
malawi,Capital Hill,Jun/22,113513,150,150,138,123,125,113,298397.00,718500.00,40641.00,3904.00
malawi,Capital Hill,Jul/22,113513,150,150,139,142,129,115,140837.00,341814.00,40043.00,65235.00
malawi,Capital Hill,Aug/22,113513,100,150,74,127,69,106,482696.00,1011945.00,30177.00,48214.00
malawi,Capital Hill,Sep/22,113513,100,100,76,79,68,70,136572.00,286388.00,40029.00,55753.00
malawi,Capital Hill,Oct/22,113513,150,200,130,157,119,156,389385.00,963579.00,40044.00,28366.00
malawi,Capital Hill,Nov/22,113513,150,100,126,97,125,93,162994.00,348812.00,30167.00,22508.00
malawi,Capital Hill,Dec/22,113513,150,200,111,195,90,192,406750.00,834082.00,27473.00,32331.00
malawi,Kanengo,Jan/22,9611,100,150,87,141,74,135,448843.00,1005804.00,3193.00,42964.00
malawi,Kanengo,Feb/22,9611,100,150,80,127,75,106,291166.00,641502.00,2586.00,40547.00
malawi,Kanengo,Mar/22,9611,200,150,189,142,180,129,277604.00,571033.00,3308.00,48062.00
malawi,Kanengo,Apr/22,9611,200,150,156,146,142,125,101737.00,227025.00,3352.00,34916.00
malawi,Kanengo,May/22,9611,200,200,187,190,182,169,370311.00,842350.00,2628.00,19088.00
malawi,Kanengo,Jun/22,9611,150,200,116,154,96,150,236484.00,514289.00,3606.00,31104.00
malawi,Kanengo,Jul/22,9611,100,150,76,117,73,100,390421.00,833430.00,3694.00,36196.00
malawi,Kanengo,Aug/22,9611,150,150,133,123,108,112,425414.00,977514.00,3184.00,71906.00
malawi,Kanengo,Sep/22,9611,150,100,109,81,91,72,405557.00,838316.00,3144.00,71594.00
malawi,Kanengo,Oct/22,9611,100,200,96,151,87,135,371968.00,791190.00,3354.00,41082.00
malawi,Kanengo,Nov/22,9611,100,200,83,150,72,123,327510.00,717461.00,2804.00,78605.00
malawi,Kanengo,Dec/22,9611,150,100,110,88,106,77,272466.00,603332.00,2924.00,33435.00
malawi,Lumbadzi,Jan/22,3707,100,200,90,183,87,168,273428.00,675832.00,1032.00,24485.00
malawi,Lumbadzi,Feb/22,3707,200,200,162,170,143,138,192480.00,433424.00,993.00,68371.00
malawi,Lumbadzi,Mar/22,3707,150,200,120,147,101,123,161163.00,339761.00,1161.00,27543.00
malawi,Lumbadzi,Apr/22,3707,100,100,78,85,64,69,407951.00,886827.00,932.00,76928.00
malawi,Lumbadzi,May/22,3707,100,150,73,121,65,99,232615.00,572553.00,1059.00,6597.00
malawi,Lumbadzi,Jun/22,3707,150,200,119,178,106,177,276752.00,617641.00,1263.00,13590.00
malawi,Lumbadzi,Jul/22,3707,150,200,125,156,111,145,311110.00,729298.00,1102.00,36930.00
malawi,Lumbadzi,Aug/22,3707,100,100,75,91,70,82,377723.00,930547.00,1064.00,83185.00
malawi,Lumbadzi,Sep/22,3707,150,150,127,136,114,117,233214.00,506445.00,1084.00,69847.00
malawi,Lumbadzi,Oct/22,3707,150,200,125,195,105,163,351693.00,732151.00,877.00,88160.00
malawi,Lumbadzi,Nov/22,3707,200,100,154,96,127,85,214834.00,480462.00,964.00,51741.00
malawi,Lumbadzi,Dec/22,3707,100,200,96,167,86,149,225995.00,530903.00,1083.00,19273.00
malawi,Old Town,Jan/23,157543,100,100,76,73,71,68,255372.00,629921.00,59877.00,10330.00
malawi,Old Town,Feb/23,157543,150,100,118,70,95,66,395457.00,940454.00,58684.00,12491.00
malawi,Old Town,Mar/23,157543,100,150,87,134,80,127,356175.00,828720.00,59047.00,76504.00
malawi,Old Town,Apr/23,157543,200,200,158,200,126,172,430330.00,1037216.00,45365.00,30782.00
malawi,Old Town,May/23,157543,150,150,146,140,123,123,122313.00,271343.00,44704.00,64685.00
malawi,Old Town,Jun/23,157543,200,100,185,98,175,79,195811.00,473016.00,42182.00,64002.00
malawi,Old Town,Jul/23,157543,100,200,96,155,79,152,142479.00,355045.00,44288.00,53476.00
malawi,Old Town,Aug/23,157543,100,200,97,141,92,129,213827.00,484632.00,47745.00,4064.00
malawi,Old Town,Sep/23,157543,100,150,99,117,80,96,187616.00,464424.00,45723.00,32112.00
malawi,Old Town,Oct/23,157543,200,200,146,168,124,158,411725.00,940373.00,53818.00,27244.00
malawi,Old Town,Nov/23,157543,150,200,123,195,118,166,252928.00,578518.00,56035.00,50749.00
malawi,Old Town,Dec/23,157543,200,150,185,137,166,130,286598.00,686734.00,44362.00,34769.00
malawi,Capital Hill,Jan/23,117853,100,100,94,82,83,72,308066.00,672609.00,31637.00,3191.00
malawi,Capital Hill,Feb/23,117853,100,100,83,81,74,75,484372.00,1001147.00,29671.00,24816.00
malawi,Capital Hill,Mar/23,117853,150,200,139,145,134,123,278939.00,604322.00,33429.00,50070.00
malawi,Capital Hill,Apr/23,117853,150,150,123,135,117,119,112216.00,232093.00,28438.00,37090.00
malawi,Capital Hill,May/23,117853,150,150,136,132,115,122,122690.00,305591.00,31538.00,56409.00
malawi,Capital Hill,Jun/23,117853,150,200,140,189,112,159,470447.00,1023339.00,34627.00,48554.00
malawi,Capital Hill,Jul/23,117853,100,100,91,81,77,69,383121.00,841050.00,34974.00,55051.00
malawi,Capital Hill,Aug/23,117853,200,100,155,75,137,64,176013.00,435371.00,28745.00,9658.00
malawi,Capital Hill,Sep/23,117853,150,100,149,77,136,77,311725.00,625413.00,36812.00,63061.00
malawi,Capital Hill,Oct/23,117853,150,200,112,159,97,152,347679.00,804375.00,37547.00,60501.00
malawi,Capital Hill,Nov/23,117853,150,150,124,145,120,141,328319.00,676154.00,30162.00,13323.00
malawi,Capital Hill,Dec/23,117853,100,100,84,93,84,89,425045.00,960532.00,37423.00,29643.00
malawi,Kanengo,Jan/23,9693,200,200,164,189,139,173,318661.00,719948.00,3358.00,42264.00
malawi,Kanengo,Feb/23,9693,150,200,118,199,107,179,435502.00,969331.00,3384.00,68766.00
malawi,Kanengo,Mar/23,9693,150,150,136,149,123,140,195153.00,455325.00,2393.00,58147.00
malawi,Kanengo,Apr/23,9693,150,200,112,187,92,162,286081.00,637645.00,2876.00,38138.00
