country,zone,date_MMYY,households,sewer_connections,public_toilets,workforce,f_workforce,ww_collected,ww_treated,ww_reused,w_supplied,hh_emptied,fs_treated,fs_reused
lesotho,Maseru Urban Council,Feb/20,48080,1060,35,18,5,32984.00,18468.00,11211.00,465472.00,10599.00,52425.00,41946.00
lesotho,Maseru Urban Council,Mar/20,48080,1060,36,17,4,59789.00,32105.00,23291.00,305956.00,16137.00,114706.00,69475.00
lesotho,Maseru Urban Council,Apr/20,48080,1060,34,19,4,26226.00,15386.00,9832.00,138151.00,14516.00,105423.00,69766.00
lesotho,Maseru Urban Council,May/20,48080,1060,36,18,6,54239.00,37031.00,28345.00,219649.00,11616.00,39597.00,26409.00
lesotho,Maseru Urban Council,Jun/20,48080,1060,32,18,6,24960.00,13875.00,7722.00,206422.00,11823.00,27457.00,17759.00
lesotho,Maseru Urban Council,Jul/20,48080,1060,32,17,5,65376.00,49082.00,30596.00,494459.00,11529.00,82862.00,65315.00
lesotho,Maseru Urban Council,Aug/20,48080,1060,32,18,3,79916.00,55696.00,27924.00,224097.00,13348.00,158594.00,87464.00
lesotho,Maseru Urban Council,Sep/20,48080,1060,37,19,5,18207.00,13398.00,6721.00,266962.00,10114.00,127098.00,84312.00
lesotho,Maseru Urban Council,Oct/20,48080,1060,33,18,3,38310.00,24470.00,14371.00,279372.00,13659.00,11843.00,6418.00
lesotho,Maseru Urban Council,Nov/20,48080,1060,34,17,5,54358.00,31687.00,25300.00,473734.00,10828.00,29865.00,17141.00
lesotho,Maseru Urban Council,Dec/20,48080,1060,35,17,6,26984.00,19017.00,14768.00,420208.00,11659.00,70858.00,57320.00
lesotho,Maseru Rural Council,Jan/20,13563,538,26,38,17,27752.00,21170.00,11439.00,435021.00,4523.00,75142.00,44975.00
lesotho,Maseru Rural Council,Feb/20,13563,538,23,35,16,63185.00,47429.00,33558.00,316268.00,3625.00,79258.00,55215.00
lesotho,Maseru Rural Council,Mar/20,13563,538,27,35,15,7296.00,4113.00,2199.00,457837.00,3823.00,60688.00,44724.00
lesotho,Maseru Rural Council,Apr/20,13563,538,27,38,16,63711.00,44079.00,24978.00,230776.00,4354.00,82543.00,44304.00
lesotho,Maseru Rural Council,May/20,13563,538,28,37,15,26411.00,14938.00,8673.00,297898.00,3597.00,47092.00,36393.00
lesotho,Maseru Rural Council,Jun/20,13563,538,24,38,17,55055.00,32365.00,18591.00,127081.00,3461.00,133853.00,107218.00
lesotho,Maseru Rural Council,Jul/20,13563,538,24,36,15,16377.00,10620.00,5629.00,179767.00,4574.00,41465.00,22189.00
lesotho,Maseru Rural Council,Aug/20,13563,538,27,37,15,10605.00,6712.00,4188.00,373527.00,4016.00,89595.00,65302.00
lesotho,Maseru Rural Council,Sep/20,13563,538,27,37,14,95697.00,57320.00,42100.00,167723.00,4218.00,68361.00,36777.00
lesotho,Maseru Rural Council,Oct/20,13563,538,28,38,14,16723.00,11105.00,8649.00,449185.00,2715.00,135317.00,108784.00
lesotho,Maseru Rural Council,Nov/20,13563,538,26,36,17,79210.00,55829.00,37748.00,172118.00,4606.00,39921.00,27166.00
lesotho,Maseru Rural Council,Dec/20,13563,538,26,38,16,22069.00,13687.00,9450.00,437931.00,3204.00,119924.00,77312.00
lesotho,Rural Hinterland,Jan/20,20561,1016,93,25,6,93164.00,68729.00,51710.00,245668.00,4275.00,41507.00,32570.00
lesotho,Rural Hinterland,Feb/20,20561,1016,91,26,8,94072.00,63900.00,41026.00,118681.00,5009.00,107548.00,67901.00
lesotho,Rural Hinterland,Mar/20,20561,1016,94,24,5,28047.00,21026.00,10764.00,403014.00,6976.00,169479.00,116088.00
lesotho,Rural Hinterland,Apr/20,20561,1016,92,26,8,22115.00,12153.00,9441.00,371357.00,5004.00,127992.00,107845.00
lesotho,Rural Hinterland,May/20,20561,1016,94,25,5,39840.00,24355.00,18469.00,192421.00,6034.00,145403.00,118214.00
lesotho,Rural Hinterland,Jun/20,20561,1016,95,26,7,33447.00,18771.00,9840.00,481505.00,6173.00,89458.00,52742.00
lesotho,Rural Hinterland,Jul/20,20561,1016,93,23,4,77407.00,44920.00,23574.00,490051.00,5200.00,42683.00,22143.00
lesotho,Rural Hinterland,Aug/20,20561,1016,95,26,8,96532.00,66975.00,44878.00,113613.00,4730.00,118551.00,70256.00
lesotho,Rural Hinterland,Sep/20,20561,1016,91,26,5,35569.00,23746.00,17959.00,260251.00,4275.00,45341.00,35185.00
lesotho,Rural Hinterland,Oct/20,20561,1016,93,24,4,67614.00,53718.00,33266.00,265503.00,7169.00,32551.00,22805.00
lesotho,Rural Hinterland,Nov/20,20561,1016,92,25,8,35741.00,24276.00,12793.00,266145.00,5528.00,131157.00,72927.00
lesotho,Rural Hinterland,Dec/20,20561,1016,93,23,8,5384.00,4084.00,2072.00,443672.00,6873.00,85332.00,60158.00
lesotho,Maseru Urban Council,Jan/21,47565,2237,47,33,9,56078.00,35998.00,20135.00,332098.00,11074.00,32125.00,26097.00
lesotho,Maseru Urban Council,Feb/21,47565,2237,51,32,9,31844.00,23689.00,17132.00,361167.00,15985.00,72032.00,36355.00
lesotho,Maseru Urban Council,Mar/21,47565,2237,52,34,9,94744.00,58907.00,39729.00,468690.00,13319.00,129055.00,83185.00
lesotho,Maseru Urban Council,Apr/21,47565,2237,49,31,10,63876.00,39988.00,27074.00,394003.00,12065.00,119460.00,91491.00
lesotho,Maseru Urban Council,May/21,47565,2237,50,31,11,17366.00,11144.00,7578.00,474505.00,11403.00,96660.00,78788.00
lesotho,Maseru Urban Council,Jun/21,47565,2237,51,33,9,39508.00,28928.00,23084.00,225023.00,15107.00,131502.00,83773.00
lesotho,Maseru Urban Council,Jul/21,47565,2237,51,34,7,29007.00,21959.00,15011.00,219089.00,13736.00,36183.00,27670.00
lesotho,Maseru Urban Council,Aug/21,47565,2237,48,31,7,83567.00,43573.00,31697.00,284414.00,14921.00,60402.00,45789.00
lesotho,Maseru Urban Council,Sep/21,47565,2237,50,31,8,21858.00,16532.00,10572.00,433740.00,12666.00,98408.00,70312.00
lesotho,Maseru Urban Council,Oct/21,47565,2237,47,32,11,46977.00,36487.00,23642.00,444889.00,14446.00,67966.00,35460.00
lesotho,Maseru Urban Council,Nov/21,47565,2237,49,33,7,36272.00,22033.00,11897.00,303428.00,10675.00,37533.00,25623.00
lesotho,Maseru Urban Council,Dec/21,47565,2237,51,34,7,78735.00,53367.00,30655.00,114270.00,12258.00,142534.00,81053.00
lesotho,Maseru Rural Council,Jan/21,13807,655,19,23,12,36557.00,28176.00,14360.00,311500.00,3623.00,87895.00,49552.00
lesotho,Maseru Rural Council,Feb/21,13807,655,20,22,11,53470.00,29756.00,19505.00,379500.00,4446.00,78719.00,56812.00
lesotho,Maseru Rural Council,Mar/21,13807,655,18,24,14,78653.00,52794.00,38423.00,412371.00,4188.00,38716.00,20870.00
lesotho,Maseru Rural Council,Apr/21,13807,655,22,22,11,68908.00,36949.00,18853.00,392174.00,3981.00,34617.00,28734.00
lesotho,Maseru Rural Council,May/21,13807,655,23,23,14,97868.00,60906.00,41600.00,181690.00,3973.00,143592.00,73619.00
lesotho,Maseru Rural Council,Jun/21,13807,655,21,24,15,54913.00,36408.00,18786.00,126343.00,3097.00,95436.00,63034.00
lesotho,Maseru Rural Council,Jul/21,13807,655,21,22,13,21548.00,12744.00,7043.00,166739.00,3348.00,146835.00,95936.00
lesotho,Maseru Rural Council,Aug/21,13807,655,23,24,12,36717.00,24520.00,16644.00,347255.00,3236.00,21686.00,16716.00
lesotho,Maseru Rural Council,Sep/21,13807,655,21,23,12,88027.00,51490.00,34229.00,156321.00,3755.00,26484.00,19002.00
lesotho,Maseru Rural Council,Oct/21,13807,655,20,24,12,36167.00,21200.00,16283.00,117185.00,4717.00,146738.00,116526.00
lesotho,Maseru Rural Council,Nov/21,13807,655,23,25,14,46042.00,28001.00,19386.00,275991.00,3691.00,157549.00,122282.00
lesotho,Maseru Rural Council,Dec/21,13807,655,23,24,14,6521.00,3713.00,2088.00,145048.00,4001.00,152640.00,80935.00
lesotho,Rural Hinterland,Jan/21,20965,824,17,20,12,17797.00,11624.00,7550.00,378317.00,4788.00,23774.00,13623.00
lesotho,Rural Hinterland,Feb/21,20965,824,19,17,11,85410.00,51727.00,28169.00,189760.00,7297.00,88246.00,56989.00
lesotho,Rural Hinterland,Mar/21,20965,824,17,20,10,74496.00,51767.00,39710.00,497306.00,6851.00,29273.00,17454.00
lesotho,Rural Hinterland,Apr/21,20965,824,20,17,13,84847.00,51835.00,30507.00,425721.00,6372.00,160889.00,115495.00
lesotho,Rural Hinterland,May/21,20965,824,22,17,13,55285.00,31671.00,18929.00,156379.00,4559.00,110491.00,79766.00
lesotho,Rural Hinterland,Jun/21,20965,824,18,19,11,77293.00,45219.00,34108.00,467163.00,6747.00,71960.00,51348.00
lesotho,Rural Hinterland,Jul/21,20965,824,18,18,9,47484.00,26547.00,13595.00,208254.00,4672.00,162509.00,110565.00
lesotho,Rural Hinterland,Aug/21,20965,824,19,19,9,69994.00,51116.00,34854.00,226000.00,4264.00,158488.00,117928.00
lesotho,Rural Hinterland,Sep/21,20965,824,19,19,9,77806.00,50864.00,30375.00,167791.00,5616.00,50129.00,27291.00
lesotho,Rural Hinterland,Oct/21,20965,824,22,18,11,11106.00,6901.00,5159.00,352914.00,5649.00,108402.00,78656.00
lesotho,Rural Hinterland,Nov/21,20965,824,21,19,9,52310.00,37537.00,21870.00,317015.00,5894.00,160102.00,81473.00
lesotho,Rural Hinterland,Dec/21,20965,824,17,19,12,6493.00,3617.00,2501.00,152125.00,4685.00,59174.00,40871.00
lesotho,Maseru Urban Council,Jan/22,49730,2474,89,33,11,96764.00,63149.00,34557.00,177007.00,15063.00,61282.00,35306.00
lesotho,Maseru Urban Council,Feb/22,49730,2474,88,33,10,9976.00,5450.00,2916.00,141590.00,12087.00,53936.00,35583.00
lesotho,Maseru Urban Council,Mar/22,49730,2474,88,33,11,51598.00,32080.00,19137.00,252540.00,10868.00,137318.00,106061.00
lesotho,Maseru Urban Council,Apr/22,49730,2474,89,33,13,28096.00,19704.00,15569.00,169465.00,16585.00,121889.00,67451.00
lesotho,Maseru Urban Council,May/22,49730,2474,88,36,14,91231.00,66634.00,53270.00,436545.00,11941.00,149196.00,112409.00
lesotho,Maseru Urban Council,Jun/22,49730,2474,90,35,12,49376.00,27941.00,20977.00,358983.00,10390.00,118850.00,87919.00
lesotho,Maseru Urban Council,Jul/22,49730,2474,87,34,10,22014.00,15960.00,11893.00,184963.00,12631.00,83186.00,67585.00
lesotho,Maseru Urban Council,Aug/22,49730,2474,90,33,10,38533.00,19480.00,11224.00,389880.00,16062.00,11111.00,9432.00
lesotho,Maseru Urban Council,Sep/22,49730,2474,89,36,13,37839.00,29277.00,15833.00,239789.00,11556.00,50626.00,34881.00
lesotho,Maseru Urban Council,Oct/22,49730,2474,89,35,10,31071.00,23050.00,13696.00,232149.00,10237.00,73992.00,47185.00
lesotho,Maseru Urban Council,Nov/22,49730,2474,90,34,10,42678.00,23895.00,15323.00,116075.00,13643.00,107492.00,71652.00
lesotho,Maseru Urban Council,Dec/22,49730,2474,91,33,14,32019.00,17149.00,13560.00,129492.00,14412.00,82693.00,54575.00
lesotho,Maseru Rural Council,Jan/22,13871,603,28,20,16,62904.00,42531.00,23810.00,337960.00,3628.00,115225.00,76350.00
lesotho,Maseru Rural Council,Feb/22,13871,603,28,23,16,11160.00,7204.00,5759.00,259435.00,4102.00,129566.00,105088.00
lesotho,Maseru Rural Council,Mar/22,13871,603,25,20,12,81211.00,50997.00,27969.00,496989.00,4615.00,19930.00,11969.00
lesotho,Maseru Rural Council,Apr/22,13871,603,25,21,15,87846.00,62670.00,43956.00,129749.00,3548.00,52200.00,34008.00
lesotho,Maseru Rural Council,May/22,13871,603,26,22,16,68795.00,38680.00,27956.00,209160.00,3502.00,102875.00,56769.00
lesotho,Maseru Rural Council,Jun/22,13871,603,27,22,15,23531.00,17041.00,9482.00,124512.00,4849.00,141397.00,93297.00
lesotho,Maseru Rural Council,Jul/22,13871,603,26,22,16,92014.00,73481.00,54249.00,444114.00,2944.00,127476.00,66951.00
lesotho,Maseru Rural Council,Aug/22,13871,603,25,22,13,24077.00,16592.00,11763.00,136210.00,3253.00,142599.00,95559.00
lesotho,Maseru Rural Council,Sep/22,13871,603,25,21,12,77387.00,40007.00,31229.00,389799.00,2885.00,66620.00,39576.00
lesotho,Maseru Rural Council,Oct/22,13871,603,28,22,12,47218.00,25822.00,19566.00,497697.00,4112.00,50886.00,30950.00
lesotho,Maseru Rural Council,Nov/22,13871,603,28,22,15,76661.00,53753.00,42390.00,200331.00,4677.00,92045.00,56676.00
lesotho,Maseru Rural Council,Dec/22,13871,603,26,21,16,11422.00,8515.00,5951.00,177030.00,4464.00,94801.00,57098.00
lesotho,Rural Hinterland,Jan/22,21030,792,54,25,8,51912.00,32644.00,24510.00,404771.00,6399.00,155667.00,103685.00
lesotho,Rural Hinterland,Feb/22,21030,792,55,26,11,97134.00,54534.00,40538.00,210534.00,5726.00,20996.00,12883.00
lesotho,Rural Hinterland,Mar/22,21030,792,53,25,7,30112.00,17692.00,10376.00,457876.00,4518.00,77931.00,48691.00
lesotho,Rural Hinterland,Apr/22,21030,792,50,26,10,36009.00,26045.00,14425.00,259781.00,5895.00,102079.00,79255.00
lesotho,Rural Hinterland,May/22,21030,792,53,26,11,94978.00,63792.00,35953.00,274633.00,4736.00,11835.00,5963.00
lesotho,Rural Hinterland,Jun/22,21030,792,52,26,8,28091.00,17441.00,10488.00,147644.00,5991.00,140343.00,83617.00
lesotho,Rural Hinterland,Jul/22,21030,792,50,25,10,44185.00,25476.00,19843.00,352120.00,6588.00,149148.00,80449.00
lesotho,Rural Hinterland,Aug/22,21030,792,51,27,7,28076.00,17260.00,8732.00,329791.00,6168.00,154173.00,92541.00
lesotho,Rural Hinterland,Sep/22,21030,792,55,24,7,29329.00,19236.00,10631.00,285320.00,4909.00,96867.00,48612.00
lesotho,Rural Hinterland,Oct/22,21030,792,54,26,10,52392.00,40660.00,24683.00,123224.00,5098.00,54727.00,31927.00
lesotho,Rural Hinterland,Nov/22,21030,792,55,26,7,40891.00,24015.00,16071.00,270442.00,5170.00,154897.00,82692.00
lesotho,Rural Hinterland,Dec/22,21030,792,52,26,10,81267.00,52051.00,28053.00,303031.00,4478.00,43166.00,25918.00
lesotho,Maseru Urban Council,Jan/23,50876,2256,94,31,16,76119.00,46656.00,24215.00,170569.00,17507.00,61189.00,49811.00
lesotho,Maseru Urban Council,Feb/23,50876,2256,95,33,12,42786.00,30100.00,22434.00,293678.00,16817.00,120877.00,64514.00
lesotho,Maseru Urban Council,Mar/23,50876,2256,94,31,16,90290.00,51360.00,27148.00,237620.00,10827.00,50930.00,33791.00
lesotho,Maseru Urban Council,Apr/23,50876,2256,95,33,16,16225.00,8543.00,5831.00,411182.00,11499.00,95596.00,48670.00
lesotho,Maseru Urban Council,May/23,50876,2256,96,31,12,23582.00,18025.00,12942.00,473986.00,10312.00,150292.00,125879.00
lesotho,Maseru Urban Council,Jun/23,50876,2256,96,33,15,93091.00,69301.00,36838.00,100385.00,15482.00,162343.00,93572.00
lesotho,Maseru Urban Council,Jul/23,50876,2256,94,32,14,75376.00,48524.00,32723.00,462424.00,10646.00,69423.00,54654.00
lesotho,Maseru Urban Council,Aug/23,50876,2256,99,33,12,61274.00,31385.00,23207.00,431580.00,12243.00,68116.00,45811.00
lesotho,Maseru Urban Council,Sep/23,50876,2256,96,34,14,77132.00,39784.00,20338.00,472016.00,16092.00,169251.00,103743.00
lesotho,Maseru Urban Council,Oct/23,50876,2256,94,33,13,55367.00,38280.00,26373.00,130627.00,14314.00,41103.00,29933.00
lesotho,Maseru Urban Council,Nov/23,50876,2256,94,34,14,76754.00,39783.00,20624.00,285328.00,14900.00,138808.00,89591.00
lesotho,Maseru Urban Council,Dec/23,50876,2256,97,34,13,71037.00,44919.00,23572.00,442011.00,10792.00,153827.00,128802.00
lesotho,Maseru Rural Council,Jan/23,14807,694,70,17,6,41944.00,24725.00,12700.00,174320.00,5141.00,50673.00,40345.00
lesotho,Maseru Rural Council,Feb/23,14807,694,71,17,9,19464.00,13589.00,6809.00,217546.00,5015.00,83204.00,66558.00
lesotho,Maseru Rural Council,Mar/23,14807,694,69,16,8,49033.00,35276.00,26176.00,160073.00,3374.00,70607.00,54351.00
lesotho,Maseru Rural Council,Apr/23,14807,694,74,16,10,66934.00,51868.00,39165.00,271077.00,3352.00,134123.00,111829.00
lesotho,Maseru Rural Council,May/23,14807,694,74,16,10,15591.00,12162.00,6982.00,290858.00,4802.00,95962.00,62810.00
lesotho,Maseru Rural Council,Jun/23,14807,694,70,16,6,62204.00,45353.00,26576.00,452808.00,4667.00,148227.00,117175.00
lesotho,Maseru Rural Council,Jul/23,14807,694,72,15,8,87363.00,53306.00,34464.00,253708.00,4895.00,146602.00,92467.00
lesotho,Maseru Rural Council,Aug/23,14807,694,72,17,9,10983.00,5883.00,3493.00,356422.00,4569.00,124634.00,103365.00
lesotho,Maseru Rural Council,Sep/23,14807,694,74,17,7,38196.00,22070.00,15722.00,254652.00,4425.00,50551.00,41346.00
lesotho,Maseru Rural Council,Oct/23,14807,694,70,15,6,93391.00,65522.00,46915.00,407124.00,5002.00,119365.00,88065.00
lesotho,Maseru Rural Council,Nov/23,14807,694,70,17,9,85492.00,56159.00,43286.00,288538.00,5095.00,72789.00,39455.00
lesotho,Maseru Rural Council,Dec/23,14807,694,73,17,6,11718.00,8432.00,4398.00,123539.00,4835.00,28833.00,15094.00
lesotho,Rural Hinterland,Jan/23,22144,468,68,21,7,81182.00,45195.00,31794.00,324590.00,6937.00,61033.00,50987.00
lesotho,Rural Hinterland,Feb/23,22144,468,69,19,6,26992.00,15082.00,8625.00,260799.00,7551.00,68230.00,34536.00
lesotho,Rural Hinterland,Mar/23,22144,468,69,20,8,95800.00,48617.00,28087.00,134497.00,5891.00,17430.00,10289.00
lesotho,Rural Hinterland,Apr/23,22144,468,70,21,8,27649.00,16810.00,9233.00,166379.00,5836.00,93017.00,54662.00
lesotho,Rural Hinterland,May/23,22144,468,70,20,7,81890.00,43662.00,25199.00,497433.00,7580.00,82049.00,56119.00
lesotho,Rural Hinterland,Jun/23,22144,468,72,22,6,55691.00,33421.00,25524.00,145704.00,4692.00,168959.00,113179.00
lesotho,Rural Hinterland,Jul/23,22144,468,68,20,10,29387.00,21056.00,11528.00,278330.00,7668.00,77825.00,44871.00
lesotho,Rural Hinterland,Aug/23,22144,468,70,19,6,70761.00,47217.00,35949.00,285395.00,5254.00,72531.00,59970.00
lesotho,Rural Hinterland,Sep/23,22144,468,69,19,7,51388.00,38090.00,28047.00,477500.00,7702.00,101628.00,56281.00
lesotho,Rural Hinterland,Oct/23,22144,468,72,21,9,50453.00,29057.00,22183.00,103882.00,5003.00,134972.00,77489.00
lesotho,Rural Hinterland,Nov/23,22144,468,73,22,7,6517.00,3386.00,1858.00,336516.00,5078.00,10149.00,7322.00
lesotho,Rural Hinterland,Dec/23,22144,468,68,19,10,62814.00,44437.00,32252.00,352652.00,7327.00,123957.00,81445.00
lesotho,Maseru Urban Council,Jan/24,52570,2232,50,27,4,37399.00,21190.00,11815.00,331879.00,14278.00,59399.00,39179.00
lesotho,Maseru Urban Council,Feb/24,52570,2232,50,27,8,49826.00,26750.00,19830.00,198300.00,17725.00,92799.00,74242.00
lesotho,Maseru Urban Council,Mar/24,52570,2232,48,30,7,50341.00,36749.00,19375.00,188288.00,16729.00,108944.00,68221.00
lesotho,Maseru Urban Council,Apr/24,52570,2232,50,28,5,98524.00,65253.00,51181.00,272423.00,15786.00,46087.00,23825.00
lesotho,Maseru Urban Council,May/24,52570,2232,48,28,6,68833.00,39980.00,21106.00,479600.00,13307.00,142032.00,116235.00
lesotho,Maseru Urban Council,Jun/24,52570,2232,50,30,5,97084.00,49089.00,25737.00,277552.00,15848.00,107644.00,64125.00
lesotho,Maseru Urban Council,Jul/24,52570,2232,47,29,8,33080.00,21591.00,13687.00,220634.00,17741.00,138606.00,81038.00
lesotho,Maseru Urban Council,Aug/24,52570,2232,51,30,4,31283.00,24544.00,14578.00,116984.00,13513.00,32055.00,23068.00
lesotho,Maseru Urban Council,Sep/24,52570,2232,48,29,4,28417.00,14421.00,7241.00,478132.00,16773.00,117080.00,80450.00
lesotho,Maseru Urban Council,Oct/24,52570,2232,49,29,7,96630.00,52549.00,41031.00,380423.00,10906.00,160970.00,125587.00
lesotho,Maseru Urban Council,Nov/24,52570,2232,49,27,4,6857.00,4739.00,2616.00,371348.00,17458.00,26671.00,20816.00
lesotho,Maseru Urban Council,Dec/24,52570,2232,50,29,7,39219.00,20720.00,12307.00,127506.00,14492.00,83944.00,47800.00
lesotho,Maseru Rural Council,Jan/24,14836,704,92,16,11,65017.00,51263.00,28297.00,351535.00,3191.00,130592.00,65632.00
lesotho,Maseru Rural Council,Feb/24,14836,704,91,19,8,12067.00,7033.00,5505.00,452085.00,5045.00,56656.00,37195.00
lesotho,Maseru Rural Council,Mar/24,14836,704,90,16,8,9624.00,5193.00,3405.00,412451.00,3130.00,134315.00,79061.00
lesotho,Maseru Rural Council,Apr/24,14836,704,90,18,11,18120.00,10001.00,6489.00,339048.00,3285.00,125175.00,92052.00
lesotho,Maseru Rural Council,May/24,14836,704,90,16,11,15038.00,9960.00,5530.00,208867.00,3178.00,168700.00,105405.00
lesotho,Maseru Rural Council,Jun/24,14836,704,91,18,10,92853.00,62618.00,37899.00,379606.00,3693.00,11905.00,7944.00
lesotho,Maseru Rural Council,Jul/24,14836,704,90,16,11,29384.00,15978.00,10730.00,350571.00,3163.00,29491.00,21322.00
lesotho,Maseru Rural Council,Aug/24,14836,704,93,19,8,52745.00,29472.00,21011.00,365186.00,3825.00,36930.00,28704.00
lesotho,Maseru Rural Council,Sep/24,14836,704,92,16,11,86681.00,58212.00,44995.00,326278.00,5064.00,151196.00,113888.00
lesotho,Maseru Rural Council,Oct/24,14836,704,94,16,10,31901.00,20821.00,13005.00,255443.00,3890.00,31715.00,22114.00
lesotho,Maseru Rural Council,Nov/24,14836,704,93,17,10,81466.00,64268.00,49334.00,424167.00,5052.00,60919.00,44359.00
lesotho,Maseru Rural Council,Dec/24,14836,704,94,19,8,75157.00,42698.00,25499.00,303488.00,4549.00,45472.00,33715.00
lesotho,Rural Hinterland,Jan/24,22831,551,55,28,15,19334.00,13444.00,9883.00,127583.00,4831.00,165578.00,134740.00
lesotho,Rural Hinterland,Feb/24,22831,551,55,28,14,57507.00,35791.00,20849.00,157324.00,4752.00,70484.00,44184.00
lesotho,Rural Hinterland,Mar/24,22831,551,54,29,16,61219.00,47234.00,33130.00,333999.00,7105.00,73941.00,45862.00
lesotho,Rural Hinterland,Apr/24,22831,551,53,27,14,85907.00,53758.00,42880.00,251559.00,5360.00,55877.00,35582.00
lesotho,Rural Hinterland,May/24,22831,551,56,28,13,80999.00,43270.00,23770.00,397647.00,4995.00,56021.00,44025.00
lesotho,Rural Hinterland,Jun/24,22831,551,55,29,15,6778.00,5400.00,3007.00,268776.00,4842.00,138461.00,86917.00
lesotho,Rural Hinterland,Jul/24,22831,551,57,28,14,32491.00,17690.00,11241.00,452082.00,4959.00,38207.00,26274.00
lesotho,Rural Hinterland,Aug/24,22831,551,52,30,16,98014.00,56644.00,33245.00,326713.00,7267.00,27353.00,14289.00
lesotho,Rural Hinterland,Sep/24,22831,551,57,30,17,14404.00,11238.00,6484.00,120132.00,6057.00,48581.00,39606.00
lesotho,Rural Hinterland,Oct/24,22831,551,54,29,13,36519.00,19399.00,14721.00,257719.00,7707.00,162196.00,103967.00
lesotho,Rural Hinterland,Nov/24,22831,551,57,27,17,74386.00,44724.00,27263.00,223794.00,5001.00,103578.00,76696.00
lesotho,Rural Hinterland,Dec/24,22831,551,56,28,14,46055.00,27219.00,19234.00,337805.00,7829.00,105151.00,69848.00
malawi,Old Town,Jan/20,147839,6130,60,29,9,47565.00,28967.00,18202.00,296586.00,33306.00,5215.00,3161.00
malawi,Old Town,Feb/20,147839,6130,59,27,5,21346.00,12894.00,8704.00,481731.00,31090.00,62339.00,43504.00
malawi,Old Town,Mar/20,147839,6130,60,27,7,76895.00,46671.00,31531.00,291477.00,31767.00,20772.00,11768.00
malawi,Old Town,Apr/20,147839,6130,60,29,6,33142.00,17104.00,10468.00,174367.00,33877.00,18930.00,12758.00
malawi,Old Town,May/20,147839,6130,60,28,7,64229.00,35884.00,22819.00,242969.00,34409.00,56692.00,35460.00
malawi,Old Town,Jun/20,147839,6130,57,26,5,21064.00,14866.00,10251.00,284864.00,24270.00,67249.00,40555.00
malawi,Old Town,Jul/20,147839,6130,60,27,8,32252.00,25612.00,15815.00,370457.00,32383.00,49266.00,33753.00
malawi,Old Town,Aug/20,147839,6130,59,28,5,47706.00,24590.00,16562.00,175494.00,37936.00,80316.00,53269.00
malawi,Old Town,Sep/20,147839,6130,57,28,7,69590.00,53888.00,34184.00,311211.00,32866.00,96465.00,48363.00
malawi,Old Town,Oct/20,147839,6130,57,29,9,93997.00,51655.00,27963.00,101081.00,44981.00,14895.00,9022.00
malawi,Old Town,Nov/20,147839,6130,60,29,7,10051.00,6281.00,4107.00,476806.00,47283.00,8113.00,4918.00
malawi,Old Town,Dec/20,147839,6130,57,27,9,60594.00,42492.00,26975.00,205164.00,32929.00,16081.00,8791.00
malawi,Capital Hill,Jan/20,103168,5786,96,35,11,84885.00,55654.00,31833.00,466397.00,15683.00,57238.00,37758.00
malawi,Capital Hill,Feb/20,103168,5786,97,32,9,16045.00,8126.00,4832.00,367683.00,28276.00,41450.00,22175.00
malawi,Capital Hill,Mar/20,103168,5786,96,33,8,90200.00,51938.00,27337.00,323820.00,35781.00,40256.00,21608.00
malawi,Capital Hill,Apr/20,103168,5786,99,35,8,53508.00,28567.00,20796.00,258841.00,31845.00,40663.00,21650.00
malawi,Capital Hill,May/20,103168,5786,94,34,11,90988.00,54759.00,37799.00,486099.00,32064.00,62485.00,33799.00
malawi,Capital Hill,Jun/20,103168,5786,98,32,9,43744.00,27466.00,16560.00,440759.00,17308.00,72508.00,41918.00
malawi,Capital Hill,Jul/20,103168,5786,99,34,10,75325.00,51001.00,37359.00,421817.00,25364.00,46833.00,25509.00
malawi,Capital Hill,Aug/20,103168,5786,95,32,7,70144.00,37784.00,22830.00,131752.00,16000.00,14262.00,9165.00
malawi,Capital Hill,Sep/20,103168,5786,99,35,7,45565.00,27684.00,16960.00,198848.00,20477.00,105116.00,64249.00
malawi,Capital Hill,Oct/20,103168,5786,98,32,7,70780.00,51824.00,38173.00,130752.00,20722.00,42872.00,24670.00
malawi,Capital Hill,Nov/20,103168,5786,94,35,8,16570.00,9336.00,5089.00,122897.00,28229.00,12858.00,8419.00
malawi,Capital Hill,Dec/20,103168,5786,97,35,7,78846.00,58125.00,29732.00,175311.00,34839.00,10523.00,5935.00
malawi,Kanengo,Jan/20,8795,310,57,23,9,26635.00,17215.00,13749.00,258259.00,2251.00,3060.00,1915.00
malawi,Kanengo,Feb/20,8795,310,55,22,10,22807.00,18154.00,11063.00,226970.00,2221.00,43600.00,24186.00
malawi,Kanengo,Mar/20,8795,310,58,22,6,38773.00,29717.00,16528.00,125648.00,1855.00,66788.00,33993.00
malawi,Kanengo,Apr/20,8795,310,57,23,6,69293.00,54116.00,30187.00,194553.00,1536.00,25738.00,15379.00
malawi,Kanengo,May/20,8795,310,58,20,8,75055.00,52965.00,31882.00,365448.00,1540.00,32973.00,18054.00
malawi,Kanengo,Jun/20,8795,310,59,23,10,86515.00,60401.00,34452.00,117684.00,2513.00,64800.00,36741.00
malawi,Kanengo,Jul/20,8795,310,60,22,7,41026.00,20669.00,13316.00,373690.00,1917.00,25939.00,14702.00
